"loan_amnt","term","int_rate","emp_length","home_ownership","annual_inc","verification_status","issue_d","purpose","addr_state","dti","delinq_2yrs","revol_util","total_acc","bad_loan","credit_length"
2225," 36 months",7.66,0,"RENT",52500,"verified",1.301616e+12,"debt_consolidation","OR",8.14,0,61,7,0,6
20000," 36 months",14.11,6,"OWN",102780,"verified",1233446400000,"other","AL",4.34,0,51.6,12,0,11
3975," 36 months",10.99,5,"MORTGAGE",35568,"not verified",1309478400000,"debt_consolidation","FL",17.04,0,62.3,7,0,4
3500," 36 months",7.14,7,"MORTGAGE",40610,"verified",1.27008e+12,"home_improvement","NY",1.83,0,6,7,0,6
7000," 36 months",9.99,5,"RENT",42614,"verified",1306886400000,"credit_card","FL",1.8,0,10,15,1,4
15000," 36 months",17.27,2,"MORTGAGE",44400,"verified",1322697600000,"house","FL",3.59,1,91.6,16,0,28
12000," 36 months",6.03,1,"MORTGAGE",1e+05,"not verified",1317427200000,"credit_card","CA",7.14,0,66.7,27,0,15
12600," 36 months",6.92,3,"RENT",190000,"verified",1298937600000,"renewable_energy","TX",12.63,0,16.2,29,0,16
14000," 36 months",8.94,0,"MORTGAGE",75000,"not verified",1.262304e+12,"other","CA",20.18,0,32.4,31,0,21
20000," 36 months",11.46,10,"MORTGAGE",98000,"verified",1222819200000,"small_business","MA",15.75,0,56.7,60,0,19
19750," 60 months",20.77,3,"RENT",48000,"verified",1291161600000,"debt_consolidation","KS",14.85,3,97.4,16,0,32
7000," 60 months",13.61,10,"MORTGAGE",50000,"verified",1280620800000,"wedding","FL",2.45,2,85,18,0,15
5700," 36 months",13.23,3,"MORTGAGE",44000,"verified",1275350400000,"credit_card","NY",17.89,0,67.7,17,0,7
35000," 36 months",9.99,4,"MORTGAGE",85000,"verified",1312156800000,"home_improvement","OR",4.04,0,53.1,35,0,17
6000," 36 months",15.45,1,"RENT",36000,"verified",1.2096e+12,"educational","VA",24.03,0,40.9,35,0,7
16000," 36 months",12.73,1,"MORTGAGE",74000,"not verified",1264982400000,"debt_consolidation","CO",4.41,0,38.8,18,0,11
14000," 60 months",11.12,2,"RENT",25000,"verified",1280620800000,"credit_card","NY",15.26,0,30.1,16,0,8
10750," 36 months",14.11,0,"RENT",29950,"not verified",1.241136e+12,"small_business","CA",14.98,0,77.2,14,0,9
23700," 60 months",11.71,7,"RENT",63000,"verified",1317427200000,"other","PA",20.23,0,9.2,28,0,13
12000," 60 months",18.67,5,"RENT",70000,"verified",1285891200000,"credit_card","FL",13.25,0,89.9,5,0,5
14000," 36 months",8.9,2,"MORTGAGE",31500,"not verified",1322697600000,"debt_consolidation","CA",13.83,0,70.8,20,0,12
18000," 36 months",5.79,5,"MORTGAGE",80000,"verified",1291161600000,"wedding","MO",5.54,0,8.7,19,0,11
8000," 36 months",10.65,4,"RENT",36000,"verified",1320105600000,"other","WA",17.33,0,74.1,10,0,5
5200," 36 months",15.96,1,"RENT",30000,"verified",1320105600000,"debt_consolidation","CA",11.72,0,73.8,10,0,4
12000," 36 months",7.88,2,"RENT",54996,"not verified",1275350400000,"debt_consolidation","CT",18.79,0,25.6,31,0,9
2500," 36 months",7.4,3,"OTHER",186000,"not verified",1251763200000,"major_purchase","TX",4.06,0,50.2,33,0,28
8000," 36 months",10.08,2,"MORTGAGE",62000,"not verified",1204329600000,"home_improvement","VA",0.81,0,25.1,12,0,10
12800," 36 months",14.11,0,"RENT",90600,"not verified",1235865600000,"debt_consolidation","PA",20.33,0,91.8,33,0,14
24000," 36 months",10.99,6,"MORTGAGE",92000,"not verified",1264982400000,"major_purchase","IL",15.69,0,38.9,39,0,14
4000," 36 months",7.74,4,"RENT",34000,"not verified",1249084800000,"debt_consolidation","CA",15.6,0,2.4,34,0,15
13000," 60 months",20.03,10,"OWN",42000,"verified",1285891200000,"debt_consolidation","NJ",20.11,0,96.6,15,0,13
24000," 60 months",17.99,10,"RENT",65088,"verified",1312156800000,"debt_consolidation","CA",14.16,0,32.6,36,0,41
12000," 36 months",12.53,0,"MORTGAGE",50000,"verified",1.230768e+12,"debt_consolidation","MN",11.88,0,41.7,9,1,8
10000," 36 months",7.51,2,"RENT",80000,"not verified",1320105600000,"debt_consolidation","MA",19.56,0,72.2,23,1,28
24000," 36 months",6.54,3,"MORTGAGE",115000,"verified",1.29384e+12,"debt_consolidation","OH",5.62,0,41.3,27,0,37
9000," 60 months",15.21,5,"MORTGAGE",85200,"not verified",1280620800000,"debt_consolidation","IL",14.59,0,92.8,22,1,11
4200," 36 months",5.79,5,"RENT",30000,"verified",1.301616e+12,"credit_card","CA",8.24,0,31.2,23,0,13
12000," 36 months",6.03,10,"OWN",98000,"verified",1322697600000,"debt_consolidation","GA",4.35,0,0,22,0,16
10725," 36 months",13.16,1,"RENT",55000,"not verified",1.238544e+12,"credit_card","MD",12.09,0,49.3,27,0,6
20000," 60 months",7.88,7,"MORTGAGE",104000,"verified",1.272672e+12,"small_business","MN",6.23,0,52.9,24,0,12
20000," 36 months",13.92,7,"MORTGAGE",110000,"verified",1.262304e+12,"debt_consolidation","NY",18.57,1,69.4,30,0,19
11200," 36 months",9.32,0,"MORTGAGE",66000,"not verified",1243814400000,"debt_consolidation","OH",5.8,0,55.5,46,0,13
2000," 36 months",11.49,5,"RENT",45000,"verified",1285891200000,"debt_consolidation","TX",1.25,0,3.1,7,0,10
9500," 36 months",12.53,9,"MORTGAGE",60000,"not verified",1251763200000,"credit_card","VA",5.42,0,45.6,20,0,6
2450," 36 months",10.78,0,"MORTGAGE",38000,"not verified",1199145600000,"other","FL",14.84,0,33.8,28,0,12
1500," 36 months",11.49,1,"MORTGAGE",55000,"not verified",1.304208e+12,"home_improvement","PA",10.87,0,4.6,13,1,11
17000," 36 months",16.07,1,"MORTGAGE",60000,"not verified",1267401600000,"debt_consolidation","CO",20.58,0,91.8,16,0,12
24975," 60 months",17.88,6,"MORTGAGE",63000,"verified",1296518400000,"wedding","FL",12.48,0,50,14,0,14
21600," 36 months",10.59,10,"MORTGAGE",108000,"verified",1312156800000,"major_purchase","CA",9.4,0,42.3,33,0,12
7000," 36 months",6.99,8,"RENT",60000,"verified",1312156800000,"home_improvement","NJ",6.32,0,46.9,14,0,10
15000," 36 months",16.49,3,"RENT",75531,"verified",1312156800000,"credit_card","MA",14.92,1,95,15,0,9
20000," 36 months",13.11,7,"MORTGAGE",125000,"not verified",1.27008e+12,"debt_consolidation","CA",11.65,0,48.6,32,0,17
12000," 36 months",14.83,3,"OWN",40000,"not verified",1291161600000,"debt_consolidation","CA",14.13,1,95.2,11,0,10
5000," 36 months",13.61,7,"RENT",50000,"verified",1277942400000,"debt_consolidation","NJ",5.18,0,82.5,8,0,8
25000," 36 months",14.42,9,"MORTGAGE",280000,"verified",1.241136e+12,"other","VA",5.58,0,NA,46,0,22
3000," 36 months",10.51,8,"MORTGAGE",40000,"not verified",1225497600000,"debt_consolidation","CA",16.08,0,26.7,31,1,9
6800," 36 months",11.99,2,"RENT",55000.99,"verified",1314835200000,"debt_consolidation","CA",10.67,0,61,12,0,8
22250," 60 months",20.48,10,"OWN",50000,"verified",1298937600000,"small_business","AZ",20.66,1,59.3,33,1,23
15000," 36 months",16,3,"MORTGAGE",95004,"not verified",1254355200000,"debt_consolidation","MA",12.04,0,59.6,27,0,10
4750," 36 months",13.85,0,"MORTGAGE",16800,"not verified",1.262304e+12,"other","CA",11.64,1,86.1,5,1,12
16000," 60 months",16.32,5,"MORTGAGE",90000,"verified",1280620800000,"debt_consolidation","NJ",11.71,0,64.9,23,1,15
24000," 36 months",8.88,10,"OWN",88494.45,"verified",1.29384e+12,"home_improvement","MD",8.41,0,0,14,0,22
9000," 36 months",8.49,2,"MORTGAGE",75000,"verified",1312156800000,"debt_consolidation","OK",8.46,0,60.3,35,0,13
6500," 60 months",10.99,10,"MORTGAGE",63000,"verified",1.304208e+12,"home_improvement","FL",22.02,0,68.5,44,1,27
3000," 36 months",7.74,4,"RENT",14000,"not verified",1254355200000,"educational","OH",21.51,0,13.3,7,0,6
12600," 60 months",15.33,10,"MORTGAGE",48000,"not verified",1.272672e+12,"credit_card","CA",17.57,0,55,51,0,32
10350," 60 months",20.62,3,"RENT",50004,"verified",1.304208e+12,"debt_consolidation","FL",18,0,54.6,14,1,5
5000," 36 months",11.14,1,"OTHER",70000,"not verified",1249084800000,"educational","TX",14.52,0,17.1,38,0,10
23400," 36 months",18.29,10,"MORTGAGE",75000,"not verified",1.201824e+12,"credit_card","CA",8.54,0,0,28,0,26
25000," 36 months",11.71,10,"RENT",70000,"verified",1322697600000,"debt_consolidation","NY",17.14,0,48.4,25,0,16
5000," 36 months",14.96,0,"MORTGAGE",33000,"not verified",1267401600000,"debt_consolidation","MN",6.18,0,43.1,37,0,11
18000," 36 months",11.49,6,"MORTGAGE",90000,"verified",1314835200000,"home_improvement","OH",19.03,0,41.4,59,0,12
6200," 36 months",6.03,5,"MORTGAGE",26500,"not verified",1322697600000,"small_business","WV",18.2,0,16,18,0,11
26300," 60 months",23.13,0,"MORTGAGE",65000,"verified",1322697600000,"credit_card","OH",15.06,0,90.2,26,1,22
19200," 36 months",7.49,10,"MORTGAGE",65000,"not verified",1309478400000,"credit_card","NY",10.82,0,18.7,28,0,17
6000," 36 months",7.51,4,"RENT",30000,"verified",1277942400000,"debt_consolidation","LA",6.12,0,13,14,0,14
4800," 36 months",11.71,10,"OWN",105000,"not verified",1320105600000,"other","CA",14.18,0,54.9,26,0,24
13200," 60 months",9.91,2,"MORTGAGE",66000,"not verified",1317427200000,"car","OH",20.36,0,45.9,16,0,10
21250," 36 months",6.91,10,"RENT",51060,"verified",1291161600000,"credit_card","IL",24.56,0,42.3,10,0,34
10000," 36 months",9.76,10,"RENT",64992,"not verified",1204329600000,"major_purchase","CA",11.34,0,2.7,14,0,8
1000," 36 months",9.91,10,"RENT",74000,"verified",1320105600000,"other","CA",10.33,0,74,11,0,16
12000," 36 months",11.83,2,"RENT",45000,"not verified",1259625600000,"credit_card","GA",20.69,0,68.8,18,0,9
35000," 60 months",19.03,10,"MORTGAGE",75000,"verified",1320105600000,"debt_consolidation","UT",6.05,1,0,39,1,11
14675," 36 months",9.63,4,"MORTGAGE",52000,"not verified",1296518400000,"debt_consolidation","IL",24.18,0,83.5,26,0,14
5000," 36 months",7.88,10,"RENT",41000,"not verified",1264982400000,"debt_consolidation","FL",14.84,0,31.5,16,1,10
25000," 36 months",9.62,10,"MORTGAGE",171996,"verified",1288569600000,"debt_consolidation","AZ",15.88,0,41.5,31,0,29
20000," 60 months",13.49,6,"MORTGAGE",94000,"verified",1309478400000,"home_improvement","FL",22.85,0,83.2,44,0,13
10000," 36 months",11.86,3,"RENT",83004,"not verified",1275350400000,"debt_consolidation","CA",12.87,0,71.8,24,0,17
3600," 36 months",15.27,10,"RENT",74400,"not verified",1317427200000,"major_purchase","HI",1,0,21,5,0,8
13000," 36 months",7.49,7,"RENT",68000,"verified",1312156800000,"debt_consolidation","GA",10.45,0,53.5,24,0,11
20000," 60 months",11.99,NA,"MORTGAGE",92400,"verified",1.304208e+12,"home_improvement","VA",16.51,0,61,35,0,32
12000," 36 months",10.65,0,"RENT",95000,"verified",1320105600000,"other","NY",1.74,1,12,12,0,4
8000," 36 months",6.03,2,"MORTGAGE",55000,"verified",1320105600000,"debt_consolidation","MI",16.49,0,12,35,0,28
9600," 36 months",10.65,7,"RENT",60000,"verified",1314835200000,"debt_consolidation","CA",22.28,0,39.1,33,0,13
25000," 36 months",16.4,5,"MORTGAGE",98000,"not verified",1204329600000,"home_improvement","NE",3.12,0,38.9,24,1,13
3800," 36 months",6.03,4,"OWN",90000,"verified",1322697600000,"other","NJ",21.32,0,0,28,0,15
5000," 36 months",16,9,"MORTGAGE",32400,"not verified",1249084800000,"debt_consolidation","OH",16.3,1,0,6,1,10
19200," 36 months",9.91,9,"MORTGAGE",40000,"verified",1322697600000,"debt_consolidation","WA",11.37,0,67.6,15,0,21
2000," 36 months",11.49,3,"RENT",42000,"verified",1283299200000,"other","NY",4.09,0,92.8,8,0,7
18000," 60 months",10.99,10,"MORTGAGE",45000,"verified",1275350400000,"debt_consolidation","WI",19.31,0,69.3,37,0,16
1750," 36 months",15.31,2,"OWN",15000,"not verified",1254355200000,"small_business","NY",22.72,0,56,12,1,5
15000," 36 months",9.88,8,"OWN",250000,"not verified",1264982400000,"debt_consolidation","AZ",4.95,0,25.4,23,0,13
5000," 36 months",12.53,0,"RENT",16320,"not verified",1257033600000,"other","WA",4.85,0,11.8,10,1,3
12000," 36 months",6.03,6,"OWN",90000,"not verified",1314835200000,"major_purchase","CA",7.69,0,11.7,23,0,11
8000," 36 months",13.11,1,"RENT",35000,"not verified",1264982400000,"small_business","TX",1.65,1,35.2,7,1,6
10800," 36 months",12.42,4,"MORTGAGE",86000,"verified",1320105600000,"debt_consolidation","NH",11.41,1,32.2,29,0,15
7200," 60 months",15.65,3,"RENT",36480,"verified",1296518400000,"debt_consolidation","WA",10.53,0,37.7,9,0,4
10800," 36 months",8.88,2,"RENT",55000,"not verified",1.29384e+12,"debt_consolidation","CA",3.56,0,30.5,27,0,16
5000," 36 months",13.8,10,"OTHER",35000,"verified",1217548800000,"debt_consolidation","MI",11.28,1,27.7,18,0,10
6000," 36 months",5.42,10,"MORTGAGE",120000,"not verified",1.29384e+12,"major_purchase","FL",20.88,0,19.6,27,0,16
13250," 60 months",10.59,2,"MORTGAGE",48000,"not verified",1312156800000,"debt_consolidation","UT",14.3,0,0.5,33,0,15
15000," 36 months",9.91,8,"MORTGAGE",80000,"not verified",1322697600000,"debt_consolidation","IL",9.12,0,63.7,28,1,19
10000," 36 months",14.96,9,"MORTGAGE",72000,"not verified",1.27008e+12,"debt_consolidation","AL",14.93,0,95.1,17,0,12
18600," 36 months",14.26,2,"RENT",99700,"not verified",1259625600000,"credit_card","IL",17.26,0,48.8,24,0,11
14400," 36 months",13.61,5,"MORTGAGE",73000,"verified",1280620800000,"debt_consolidation","CA",14.25,0,84.8,22,0,17
20000," 36 months",11.48,0,"MORTGAGE",50000,"not verified",1249084800000,"debt_consolidation","AL",23.52,0,58.1,21,0,33
4000," 36 months",14.65,10,"RENT",45000,"not verified",1314835200000,"other","NJ",17.73,0,91.1,36,1,14
9600," 60 months",15.2,10,"MORTGAGE",63400,"not verified",1285891200000,"debt_consolidation","AZ",15.46,0,91.2,18,0,16
25000," 36 months",15.25,0,"MORTGAGE",150000,"verified",1228089600000,"small_business","AK",6.82,0,0,12,0,13
6000," 36 months",7.88,7,"MORTGAGE",68000,"verified",1277942400000,"debt_consolidation","IL",3.41,0,18.7,26,0,11
4000," 36 months",10.36,10,"MORTGAGE",79112.04,"verified",1291161600000,"credit_card","CA",23.03,0,89.3,34,0,20
8500," 60 months",10.99,10,"MORTGAGE",65000,"not verified",1312156800000,"debt_consolidation","NV",11.87,0,54.9,25,0,24
7500," 60 months",13.61,0,"RENT",44000,"not verified",1283299200000,"credit_card","GA",7.77,0,50.1,23,0,10
9000," 36 months",10.99,2,"RENT",75000,"verified",1309478400000,"wedding","CA",17.7,0,65.3,48,0,12
5000," 36 months",11.99,6,"OWN",41000,"not verified",1306886400000,"debt_consolidation","NY",22.24,0,75.6,35,0,11
25200," 36 months",15.65,NA,"MORTGAGE",96260,"verified",1298937600000,"debt_consolidation","CA",12,0,55.8,26,0,14
5000," 36 months",11.89,2,"RENT",48000,"not verified",1.238544e+12,"major_purchase","VA",18.13,0,42.3,15,0,9
5400," 36 months",15.65,0,"RENT",40800,"not verified",1257033600000,"educational","OH",3.71,2,42.9,17,0,36
12000," 60 months",12.42,10,"MORTGAGE",60000,"verified",1320105600000,"debt_consolidation","OH",23.68,0,34.7,52,0,24
7750," 36 months",15.58,NA,"MORTGAGE",24000,"not verified",1277942400000,"home_improvement","CA",12.2,0,48.4,11,0,6
14400," 36 months",14.27,10,"OWN",94104,"verified",1320105600000,"wedding","SD",9.86,1,74.4,57,0,25
8000," 36 months",7.49,4,"RENT",72000,"verified",1314835200000,"debt_consolidation","NJ",1.48,0,10.9,12,0,4
10000," 36 months",14.96,3,"RENT",61000,"not verified",1254355200000,"debt_consolidation","CA",16.19,0,83.2,36,0,17
8025," 36 months",13.49,10,"MORTGAGE",55000,"verified",1312156800000,"debt_consolidation","CA",20.44,0,83.6,18,1,14
1250," 36 months",19.29,3,"MORTGAGE",33000,"not verified",1309478400000,"debt_consolidation","MA",12.07,0,98.6,5,0,4
7200," 36 months",11.71,0,"RENT",50000,"not verified",1322697600000,"debt_consolidation","PA",22.06,0,65.3,21,1,9
8800," 60 months",18.25,2,"RENT",35000,"not verified",1298937600000,"debt_consolidation","KY",13.89,0,99.9,5,0,6
11000," 36 months",8.49,10,"OWN",158000,"verified",1.304208e+12,"credit_card","AL",0,0,0,22,0,21
10000," 36 months",10.65,3,"RENT",1e+05,"not verified",1317427200000,"debt_consolidation","FL",14.08,0,22.1,12,0,8
3125," 60 months",16.77,10,"MORTGAGE",135000,"verified",1320105600000,"credit_card","CA",9.56,0,93.1,31,0,18
8000," 36 months",10.59,3,"MORTGAGE",102500,"not verified",1314835200000,"debt_consolidation","CO",13.08,0,30.9,20,0,11
3000," 36 months",11.72,10,"MORTGAGE",55200,"not verified",1.201824e+12,"debt_consolidation","AZ",12.85,0,89.6,14,0,8
5300," 36 months",8.9,4,"RENT",36000,"verified",1320105600000,"debt_consolidation","OH",15.2,0,56.9,14,0,16
14550," 36 months",11.71,10,"MORTGAGE",45000,"verified",1322697600000,"credit_card","GA",15.6,0,93.1,13,0,12
5000," 36 months",13.57,0,"MORTGAGE",41004,"not verified",1251763200000,"wedding","MO",18.53,0,7.9,12,0,14
14000," 60 months",17.43,10,"MORTGAGE",106000,"not verified",1291161600000,"home_improvement","CA",19.6,1,65.7,43,0,16
15000," 36 months",13.16,1,"RENT",50000,"verified",1.241136e+12,"small_business","TX",15.36,0,50.6,23,0,13
10000," 36 months",14.91,3,"RENT",37500,"not verified",1296518400000,"debt_consolidation","FL",13.28,0,65.8,11,0,7
10000," 36 months",10.99,2,"RENT",70000,"not verified",1264982400000,"debt_consolidation","CT",6.69,0,67.7,17,0,17
12000," 36 months",8.9,4,"RENT",60000,"verified",1314835200000,"debt_consolidation","NJ",7.52,0,39.3,15,0,9
8000," 60 months",16.69,3,"MORTGAGE",48000,"verified",1288569600000,"other","MD",20.25,0,52.8,30,1,12
7750," 36 months",7.14,10,"MORTGAGE",53000,"not verified",1.272672e+12,"debt_consolidation","FL",14.35,0,21.4,33,0,17
5000," 36 months",14.84,0,"RENT",39996,"verified",1283299200000,"debt_consolidation","FL",8.64,0,67.9,3,0,4
9600," 36 months",7.9,2,"OWN",38000,"not verified",1320105600000,"credit_card","CA",3.35,0,52.6,16,0,7
5000," 36 months",7.49,0,"RENT",72000,"not verified",1312156800000,"debt_consolidation","CA",22.77,0,34.3,43,0,12
7400," 36 months",16.77,2,"RENT",37000,"verified",1322697600000,"debt_consolidation","CA",19.91,0,63.2,15,0,9
4500," 36 months",9.63,2,"OTHER",63000,"not verified",1246406400000,"debt_consolidation","VA",13.33,0,17.8,17,0,6
2500," 36 months",10.65,2,"RENT",24000,"not verified",1317427200000,"small_business","OK",20.6,0,19.6,9,0,4
25000," 36 months",11.83,10,"MORTGAGE",75000,"not verified",1257033600000,"debt_consolidation","IL",8.74,0,0,22,0,14
8000," 36 months",10.37,1,"MORTGAGE",28650,"not verified",1298937600000,"debt_consolidation","PA",9.93,0,16.2,34,0,31
7000," 36 months",6.99,7,"MORTGAGE",73440,"not verified",1.304208e+12,"car","TX",5.59,1,23.2,11,0,10
7000," 36 months",9.07,3,"RENT",46000,"not verified",1225497600000,"moving","MD",21.65,0,16.6,28,0,8
7500," 36 months",15.07,10,"MORTGAGE",120000,"not verified",1214870400000,"other","TX",14.84,4,82.5,40,1,20
7800," 36 months",7.9,1,"RENT",70000,"not verified",1317427200000,"debt_consolidation","NJ",12.75,0,39.8,15,0,6
18000," 36 months",7.9,10,"RENT",56964,"verified",1322697600000,"debt_consolidation","CA",27.55,0,76.6,20,0,12
10000," 36 months",12.87,0,"RENT",62400,"not verified",1257033600000,"medical","NY",13.63,0,86.1,22,0,6
7200," 36 months",8.9,0,"MORTGAGE",65000,"verified",1320105600000,"debt_consolidation","TX",14.29,0,62.5,31,0,12
10000," 36 months",16.45,0,"MORTGAGE",26000,"not verified",1.272672e+12,"house","WV",12.23,0,94.2,21,1,10
4200," 36 months",7.49,8,"RENT",23520,"verified",1314835200000,"major_purchase","FL",23.88,0,29.9,28,0,11
15000," 36 months",11.46,10,"RENT",102000,"verified",1228089600000,"other","VA",13.56,0,63.8,24,0,16
16800," 36 months",11.99,3,"MORTGAGE",65500,"not verified",1.304208e+12,"debt_consolidation","NM",22.7,0,87.9,44,0,16
10000," 60 months",11.86,5,"RENT",60000,"verified",1277942400000,"major_purchase","CA",3.08,0,12.4,10,0,17
16350," 60 months",11.49,7,"RENT",49200,"verified",1309478400000,"debt_consolidation","CA",24.93,0,36.5,22,0,13
15400," 60 months",16.32,4,"RENT",78000,"not verified",1275350400000,"house","VA",15.17,0,91.6,28,0,18
10000," 60 months",18.79,10,"RENT",83374,"verified",1.304208e+12,"credit_card","CA",16.38,0,97.2,23,1,14
35000," 60 months",14.17,7,"MORTGAGE",84000,"verified",1.301616e+12,"debt_consolidation","CA",19.9,0,41.4,33,0,17
1700," 36 months",14.72,1,"RENT",40000,"verified",1275350400000,"home_improvement","WV",19.35,0,70.4,12,0,6
10000," 36 months",6.91,6,"MORTGAGE",59000,"verified",1288569600000,"debt_consolidation","AZ",11.84,0,76.5,11,0,18
6000," 36 months",7.66,1,"RENT",37000,"verified",1.29384e+12,"credit_card","CA",23.25,0,22.2,18,0,23
5000," 36 months",10.71,4,"MORTGAGE",30000,"not verified",1.207008e+12,"credit_card","IL",20.28,0,45.3,24,0,9
20000," 36 months",11.83,2,"RENT",75000,"verified",1251763200000,"wedding","IL",5.66,0,53.5,38,0,16
14675," 60 months",12.99,6,"RENT",38004,"verified",1314835200000,"debt_consolidation","FL",29.18,0,59.7,11,0,18
6425," 36 months",13.72,0,"RENT",70000,"verified",1288569600000,"debt_consolidation","MD",21.17,1,70.4,20,0,10
25000," 36 months",9.76,7,"MORTGAGE",70000,"not verified",1204329600000,"other","OH",4.92,0,11.3,13,0,12
3600," 36 months",6.92,4,"MORTGAGE",65000,"not verified",1.29384e+12,"credit_card","GA",23.69,0,69.9,24,0,35
17400," 36 months",5.99,5,"MORTGAGE",56000,"verified",1306886400000,"home_improvement","MN",19.31,0,8.7,34,0,16
16000," 36 months",13.49,1,"MORTGAGE",68000,"not verified",1314835200000,"debt_consolidation","NJ",16.76,0,42.6,33,0,10
25000," 36 months",9.76,8,"MORTGAGE",120000,"not verified",1204329600000,"home_improvement","MA",8.91,0,12.8,32,0,23
10000," 36 months",15.96,7,"RENT",61000,"not verified",1320105600000,"credit_card","FL",5.57,0,75.4,14,0,6
12000," 36 months",12.42,4,"OWN",41600,"not verified",1317427200000,"credit_card","CA",13.64,0,69.3,12,0,21
11500," 36 months",7.88,3,"MORTGAGE",43000,"not verified",1.27008e+12,"other","PA",3.13,0,22,23,0,11
2800," 36 months",12.18,7,"MORTGAGE",95000,"not verified",1251763200000,"debt_consolidation","NV",16.96,0,86.6,60,1,22
10000," 36 months",14.72,3,"MORTGAGE",80000,"not verified",1283299200000,"debt_consolidation","WV",17.04,0,94.9,32,1,18
12000," 36 months",10.37,0,"RENT",85000,"verified",1296518400000,"credit_card","NY",9.02,0,77.8,8,0,8
3200," 36 months",6.76,0,"RENT",53500,"verified",1277942400000,"debt_consolidation","VA",8.34,0,17.6,20,0,14
5650," 36 months",15.99,0,"OWN",20000,"verified",1312156800000,"credit_card","FL",10.92,0,75.5,5,0,10
6700," 36 months",7.75,0,"NONE",NA,"not verified",1.183248e+12,"other","NY",1,NA,NA,NA,0,NA
10000," 60 months",17.49,2,"MORTGAGE",180000,"verified",1.304208e+12,"home_improvement","FL",10.65,0,0,41,0,23
15000," 60 months",16.89,1,"RENT",59000,"verified",1.304208e+12,"debt_consolidation","FL",21.46,0,80,16,1,14
5000," 36 months",10.65,4,"RENT",25591,"not verified",1317427200000,"small_business","FL",24.52,0,41.6,28,0,15
10000," 36 months",10.78,3,"RENT",31730,"not verified",1199145600000,"medical","TX",13.01,0,22.9,8,1,10
5400," 36 months",10.71,6,"RENT",75000,"not verified",1.201824e+12,"house","KS",1.01,0,23.3,10,0,3
7250," 36 months",5.79,4,"MORTGAGE",80000,"not verified",1298937600000,"wedding","MD",28.7,0,44.9,29,0,20
3000," 36 months",8.9,2,"MORTGAGE",22800,"not verified",1317427200000,"debt_consolidation","WA",14.26,4,5.7,44,1,24
9600," 36 months",9.07,10,"RENT",51996,"not verified",1228089600000,"vacation","MN",3.67,0,1.3,48,0,15
8000," 60 months",7.88,10,"MORTGAGE",108396,"verified",1283299200000,"car","PA",2.77,0,8,16,0,18
19400," 60 months",20.89,6,"MORTGAGE",70000,"verified",1317427200000,"debt_consolidation","SC",18.19,0,71.7,15,1,9
30000," 60 months",10.99,0,"RENT",80000,"verified",1306886400000,"other","AZ",3.7,0,19.8,22,0,11
15000," 36 months",13.61,4,"MORTGAGE",111147.66,"verified",1285891200000,"debt_consolidation","CA",13.1,0,59.8,20,0,15
10000," 36 months",15.31,9,"OWN",51000,"not verified",1.262304e+12,"debt_consolidation","AZ",8,0,96.1,7,0,8
10000," 60 months",10.75,3,"MORTGAGE",55000,"verified",1277942400000,"major_purchase","KY",1.11,0,3.1,25,0,13
7500," 36 months",12.69,10,"OWN",21000,"verified",1314835200000,"credit_card","PA",12.11,0,44.9,33,0,18
15000," 36 months",9.64,0,"MORTGAGE",19500,"not verified",1196467200000,"major_purchase","NY",21.23,0,48,25,0,16
5650," 36 months",7.66,1,"MORTGAGE",61200,"verified",1296518400000,"debt_consolidation","GA",16.49,0,75.9,20,0,7
6000," 36 months",15.31,4,"RENT",45000,"not verified",1259625600000,"debt_consolidation","TX",21.95,0,95.6,22,0,13
2500," 36 months",15.27,0,"RENT",39420,"verified",1320105600000,"other","HI",21.61,2,58.7,27,0,11
16000," 36 months",13.98,10,"RENT",58000,"not verified",1277942400000,"debt_consolidation","WA",16.94,0,68.9,16,1,15
5000," 36 months",10.38,1,"MORTGAGE",96000,"verified",1283299200000,"debt_consolidation","CO",19.94,0,69.4,37,0,22
12800," 36 months",13.57,0,"RENT",70000,"not verified",1254355200000,"debt_consolidation","KY",16.3,0,90.1,27,0,15
6000," 36 months",8.49,5,"RENT",30000,"not verified",1309478400000,"debt_consolidation","MD",20.28,0,45.9,16,0,12
2000," 36 months",10.99,2,"OWN",54000,"not verified",1306886400000,"home_improvement","TX",11.29,2,37.7,46,0,41
10000," 36 months",9.32,10,"RENT",42000,"not verified",1233446400000,"debt_consolidation","PA",24.37,0,24.1,20,0,10
7800," 60 months",15.99,NA,"RENT",86004,"verified",1309478400000,"other","CA",21.1,0,46,18,0,14
21000," 36 months",11.99,10,"MORTGAGE",215662,"verified",1306886400000,"debt_consolidation","CA",8.77,0,78.6,34,0,12
5400," 36 months",7.14,0,"RENT",29120,"verified",1277942400000,"car","TX",8.9,0,0,21,0,13
7000," 36 months",5.99,7,"RENT",27600,"not verified",1312156800000,"credit_card","OR",18.65,0,32,20,0,16
8000," 36 months",14.84,4,"RENT",25000,"verified",1275350400000,"major_purchase","CA",6.48,0,69.4,7,0,3
13000," 36 months",9.91,10,"RENT",65000,"verified",1322697600000,"credit_card","CA",8.82,0,75.9,18,0,10
1000," 60 months",13.06,1,"RENT",9600,"not verified",1.301616e+12,"small_business","MI",22.5,0,53.1,4,1,5
